"gene_id","OLD_LEAF-YOUNG_LEAF","INFECTED-UNINFECTED","I:Tissue_OLD_LEAF-Treatment_INFECTED"
"MAKER-FVB6-4-AUGUSTUS-GENE-55.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-55.40-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-56.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-56.43-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-57.35-MRNA-1","Up","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-57.36-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-57.38-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-57.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-57.40-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-57.43-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-57.44-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-57.46-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-57.47-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-57.48-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-58.31-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-58.34-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-6.37-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-6.38-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-6.40-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-6.42-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-6.43-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-6.45-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-60.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-60.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-61.23-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-61.25-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-61.26-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-62.30-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-62.31-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-62.32-MRNA-1","None","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-62.34-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-63.34-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-63.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-64.17-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-64.18-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-64.19-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-64.20-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-64.21-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-64.22-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-64.23-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-65.27-MRNA-1","None","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-65.28-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-65.29-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-65.30-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-65.31-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-65.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-66.33-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-66.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-66.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-66.37-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-66.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-67.33-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-67.34-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-67.35-MRNA-1","None","None","Up"
"MAKER-FVB6-4-AUGUSTUS-GENE-67.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-67.37-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-67.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-67.43-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-67.44-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-68.34-MRNA-1","Down","None","Up"
"MAKER-FVB6-4-AUGUSTUS-GENE-68.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-68.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-68.37-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-68.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-68.42-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-69.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-69.43-MRNA-1","Down","None","Up"
"MAKER-FVB6-4-AUGUSTUS-GENE-69.45-MRNA-1","Down","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-69.46-MRNA-1","None","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-69.48-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-7.27-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-7.29-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-7.31-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-70.24-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-70.25-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-71.22-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-71.24-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-71.25-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-73.20-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-73.21-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-73.22-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-74.22-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-74.23-MRNA-1","None","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-74.25-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-74.27-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-74.28-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-75.22-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-75.23-MRNA-1","Down","None","Up"
"MAKER-FVB6-4-AUGUSTUS-GENE-75.29-MRNA-1","None","None","Up"
"MAKER-FVB6-4-AUGUSTUS-GENE-75.30-MRNA-1","None","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-76.29-MRNA-1","Down","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-76.31-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-76.32-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-77.34-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-77.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-77.38-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-77.39-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-77.40-MRNA-1","Down","None","Up"
"MAKER-FVB6-4-AUGUSTUS-GENE-78.27-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-78.31-MRNA-1","None","None","Up"
"MAKER-FVB6-4-AUGUSTUS-GENE-78.32-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-78.33-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-78.34-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-78.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-78.37-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-78.38-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-79.26-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-79.29-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-79.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-79.38-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-79.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-8.37-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-8.38-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-8.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-80.35-MRNA-1","Down","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-80.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-80.42-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-80.44-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-80.45-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-81.29-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-81.31-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-81.34-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-81.35-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-81.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-82.28-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-82.30-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-82.32-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-82.34-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-82.37-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-83.27-MRNA-1","None","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-83.28-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-83.32-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-83.34-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-84.27-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-84.29-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-84.32-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-85.33-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-85.38-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-86.35-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-86.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-86.38-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-86.40-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-86.41-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-86.42-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-86.43-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-86.48-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-86.49-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-87.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-87.37-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-87.38-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-87.39-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-87.42-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-88.27-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-89.30-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-89.32-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-89.33-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-89.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-89.36-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-9.39-MRNA-1","None","None","Up"
"MAKER-FVB6-4-AUGUSTUS-GENE-9.42-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-9.44-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-9.45-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-9.47-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-9.48-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-9.51-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-90.20-MRNA-1","None","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-90.21-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-90.22-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-90.24-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-90.25-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-91.26-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-91.29-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-92.31-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-92.32-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-92.33-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-92.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-92.38-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-93.29-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-93.30-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-93.32-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-93.38-MRNA-1","None","None","Up"
"MAKER-FVB6-4-AUGUSTUS-GENE-94.25-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-94.27-MRNA-1","None","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-94.28-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-94.29-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-95.32-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-95.34-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-95.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-95.36-MRNA-1","None","None","Up"
"MAKER-FVB6-4-AUGUSTUS-GENE-95.39-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-95.40-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-95.41-MRNA-1","Up","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-96.33-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-96.34-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-96.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-96.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-97.35-MRNA-1","Down","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-97.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-97.37-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-97.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-97.40-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-98.30-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-98.31-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-98.32-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-98.33-MRNA-1","None","None","None"
"MAKER-FVB6-4-AUGUSTUS-GENE-98.35-MRNA-1","None","None","Down"
"MAKER-FVB6-4-AUGUSTUS-GENE-99.26-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-0.51-MRNA-1","None","None","Up"
"MAKER-FVB6-4-SNAP-GENE-0.53-MRNA-1","None","None","Up"
"MAKER-FVB6-4-SNAP-GENE-1.70-MRNA-1","None","None","Up"
"MAKER-FVB6-4-SNAP-GENE-1.74-MRNA-1","None","None","Up"
"MAKER-FVB6-4-SNAP-GENE-1.76-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-10.79-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-10.84-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-10.85-MRNA-1","None","None","Up"
"MAKER-FVB6-4-SNAP-GENE-10.86-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-100.49-MRNA-1","Down","None","None"
"MAKER-FVB6-4-SNAP-GENE-101.54-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-102.67-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-103.46-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-103.51-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-103.54-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-103.60-MRNA-1","None","None","Down"
"MAKER-FVB6-4-SNAP-GENE-104.69-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-106.46-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-106.49-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-106.50-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-106.53-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-107.48-MRNA-1","None","None","Up"
"MAKER-FVB6-4-SNAP-GENE-107.57-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-108.56-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-108.64-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-109.32-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-109.34-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-11.61-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-11.66-MRNA-1","Up","None","None"
"MAKER-FVB6-4-SNAP-GENE-11.67-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-11.73-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-11.75-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-110.32-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-110.35-MRNA-1","Up","None","None"
"MAKER-FVB6-4-SNAP-GENE-111.38-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-111.41-MRNA-1","None","None","Up"
"MAKER-FVB6-4-SNAP-GENE-111.42-MRNA-1","Up","None","None"
"MAKER-FVB6-4-SNAP-GENE-112.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-113.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-113.39-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-113.42-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-114.54-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-115.15-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-115.18-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-117.36-MRNA-1","Down","None","None"
"MAKER-FVB6-4-SNAP-GENE-118.46-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-118.48-MRNA-1","Down","None","None"
"MAKER-FVB6-4-SNAP-GENE-118.50-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-119.38-MRNA-1","Down","None","None"
"MAKER-FVB6-4-SNAP-GENE-12.72-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-12.89-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-12.94-MRNA-1","Up","None","None"
"MAKER-FVB6-4-SNAP-GENE-120.37-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-120.38-MRNA-1","Up","None","None"
"MAKER-FVB6-4-SNAP-GENE-120.39-MRNA-1","Down","None","Up"
"MAKER-FVB6-4-SNAP-GENE-120.46-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-121.28-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-122.53-MRNA-1","Up","None","Down"
"MAKER-FVB6-4-SNAP-GENE-122.57-MRNA-1","None","None","Up"
"MAKER-FVB6-4-SNAP-GENE-123.45-MRNA-1","Up","None","None"
"MAKER-FVB6-4-SNAP-GENE-123.49-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-123.53-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-124.58-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-124.59-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-124.62-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-124.63-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-125.48-MRNA-1","None","None","Down"
"MAKER-FVB6-4-SNAP-GENE-126.40-MRNA-1","Down","None","Up"
"MAKER-FVB6-4-SNAP-GENE-126.42-MRNA-1","None","None","Up"
"MAKER-FVB6-4-SNAP-GENE-127.34-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-127.41-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-128.36-MRNA-1","Down","None","None"
"MAKER-FVB6-4-SNAP-GENE-129.31-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-13.71-MRNA-1","None","None","Up"
"MAKER-FVB6-4-SNAP-GENE-13.74-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-13.80-MRNA-1","None","None","Down"
"MAKER-FVB6-4-SNAP-GENE-130.54-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-130.59-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-131.48-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-131.50-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-132.48-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-132.54-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-133.36-MRNA-1","Up","None","None"
"MAKER-FVB6-4-SNAP-GENE-134.55-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-135.27-MRNA-1","Up","None","None"
"MAKER-FVB6-4-SNAP-GENE-136.50-MRNA-1","None","None","Down"
"MAKER-FVB6-4-SNAP-GENE-137.43-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-137.46-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-137.48-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-138.43-MRNA-1","Down","None","None"
"MAKER-FVB6-4-SNAP-GENE-138.45-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-138.48-MRNA-1","None","None","Down"
"MAKER-FVB6-4-SNAP-GENE-138.49-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-138.52-MRNA-1","None","None","Down"
"MAKER-FVB6-4-SNAP-GENE-138.53-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-139.28-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-139.29-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-139.30-MRNA-1","Up","None","None"
"MAKER-FVB6-4-SNAP-GENE-139.31-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-14.63-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-140.47-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-141.33-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-143.23-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-143.27-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-144.32-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-146.18-MRNA-1","Down","None","Up"
"MAKER-FVB6-4-SNAP-GENE-147.27-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-147.30-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-148.34-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-148.35-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-148.36-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-149.26-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-149.27-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-15.79-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-15.85-MRNA-1","Up","None","None"
"MAKER-FVB6-4-SNAP-GENE-150.29-MRNA-1","None","None","None"
"MAKER-FVB6-4-SNAP-GENE-151.35-MRNA-1","None","None","None"
