symbol,ensembl_ID,User_ID,WT_2dpi-X1703_2dpi_log2FC,WT_2dpi-X1703_2dpi_adjPval
 PSAG,AT1G55670,AT1G55670,-2.51367783956129,3.32429107133147E-25
CA1,AT3G01500,AT3G01500,-5.09997697508459,9.5559507958777E-29
GGT1 AT1G23310,AT1G23310,AT1G23310,-1.36436016885004,3.23525146680591E-22
 FED A,AT1G60950,AT1G60950,-1.5043589312441,7.01585404066063E-05
GER1 AT1G72610,AT1G72610,AT1G72610,-4.10258897349411,1.29025347993313E-14
AT4G01150,AT4G01150,AT4G01150,-1.992579695858,5.69908748052343E-13
LHCB2.2,AT2G05070,AT2G05070,-3.20240652389097,1.38906399282048E-26
 PSAN,AT5G64040,AT5G64040,-2.37171225581277,7.72993682133231E-21
PLA2A,AT2G26560,AT2G26560,0.329275347596436,0.62845328432757
MT3,AT3G15353,AT3G15353,0.94899739104587,0.0586191119275243
 GAPA,AT3G26650,AT3G26650,-1.32396498393184,1.5549471753992E-10
 PSI-P,AT2G46820,AT2G46820,-2.3240992454753,3.85364741983089E-20
 TCTP,AT3G16640,AT3G16640,0.0993444780769839,0.789754749104652
APE2,AT5G46110,AT5G46110,-1.42910308684635,3.61649216636444E-17
 GAPB,AT1G42970,AT1G42970,-1.87501997373582,3.81681702854326E-13
AT1G74470,AT1G74470,AT1G74470,-2.03264150012303,1.27985566473548E-16
ACO2 AT1G62380,AT1G62380,AT1G62380,2.83008055286651,3.51431283103027E-19
TSB1,AT5G54810,AT5G54810,1.13955319837167,5.28255777826465E-06
THI1,AT5G54770,AT5G54770,-0.849335658987115,8.38517400527645E-05
 PSBQA,AT4G21280,AT4G21280,-2.28865886321324,8.85388873826791E-19
PEN3 AT1G59870,AT1G59870,AT1G59870,-0.413740280330699,0.450883612907808
PGK 1.00,AT3G12780,AT3G12780,-1.49709621010807,8.95705596710567E-08
CA2,AT5G14740,AT5G14740,-3.47474381063492,2.52873596224812E-17
CP5,AT1G64720,AT1G64720,-1.77684887437571,7.72364181266329E-15
 PSBTN,AT3G21055,AT3G21055,-2.4218662969498,2.55005778453451E-14
TGG1,AT5G26000,AT5G26000,-4.48951542809938,2.79702358983962E-16
AT5G42530,AT5G42530,AT5G42530,-1.83165148069926,2.66345104647652E-07
 ndhK,ATCG00430,ATCG00430,-1.71608364118136,0.000862461303842291
 PRK,AT1G32060,AT1G32060,-1.90509663102972,6.5000183756814E-21
AT1G15125,AT1G15125,AT1G15125,0.59643480621551,NA
ESM1,AT3G14210,AT3G14210,-0.276627595291766,0.613695674434571
HSPRO2,AT2G40000,AT2G40000,0.651790514669821,0.0673022216162241
PTAC16,AT3G46780,AT3G46780,-2.77792712765501,4.07532898475351E-36
GSTF6,AT1G02930,AT1G02930,0.582722587575387,0.540764083282991
rpl32,ATCG01020,ATCG01020,-1.97638313541568,1.90801951305971E-06
AT2G45180,AT2G45180,AT2G45180,-1.50684279248138,1.2239079694381E-08
IGMT4,AT1G21130,AT1G21130,-0.950629391004992,0.00755862414871218
ABCG40,AT1G15520,AT1G15520,3.6521928379934,0.00089993402681101
AT2G25510,AT2G25510,AT2G25510,-3.31155003691596,1.47363387486539E-18
 PETC,AT4G03280,AT4G03280,-2.07656530770443,4.06412626412164E-32
AT1G73600,AT1G73600,AT1G73600,-1.65582570382733,0.000205104552457548
 AGT,AT2G13360,AT2G13360,-1.470440319102,1.081176659282E-14
TCH3,AT2G41100,AT2G41100,-1.85429134048385,1.78785146426786E-10
PSAD-2,AT1G03130,AT1G03130,-1.45087092131931,1.64336553811117E-16
AT3G16530,AT3G16530,AT3G16530,0.490705166708523,0.403402738538123
UBQ10,AT4G05320,AT4G05320,0.811892414755545,0.00129877868374895
GS2,AT5G35630,AT5G35630,-2.00535135066048,7.27705246781696E-18
SAG13,AT2G29350,AT2G29350,3.03724280887595,0.000113142765363543
GOX1,AT3G14420,AT3G14420,-1.54388356726647,1.50954910723871E-15
ECS 1.00,AT1G31580,AT1G31580,-3.39924987520978,2.35812871615367E-21
PSAH2,AT1G52230,AT1G52230,-1.94937955328432,5.06712073032418E-12
FBA1,AT2G21330,AT2G21330,-1.42631727501092,1.39048205713096E-07
PDE334,AT4G32260,AT4G32260,-1.65962701435218,1.99216322865911E-17
SAG12,AT5G45890,AT5G45890,6.59167802019187,6.25652393620696E-05
XTH24,AT4G30270,AT4G30270,1.14722408490475,0.0393416486459248
NATA1,AT2G39030,AT2G39030,2.08801025038615,0.106286318555805
PSBO2,AT3G50820,AT3G50820,-1.82767525483206,1.14580168631514E-11
 PSBY,AT1G67740,AT1G67740,-1.60905395963611,2.32678066365593E-13
AT4G24350,AT4G24350,AT4G24350,1.10225548292607,0.0039266953043876
RBCS1B,AT5G38430,AT5G38430,-1.91597279351684,0.00029786951362571
GLDP1,AT4G33010,AT4G33010,-1.34070350507408,0.000292327102293356
AT2G43150,AT2G43150,AT2G43150,1.64513803601826,1.51906719568622E-05
ERD15,AT2G41430,AT2G41430,-0.765632985828048,0.000786973286136236
TSA1 AT3G54640,AT3G54640,AT3G54640,1.62318193202372,2.51248063769162E-07
rps14,ATCG00330,ATCG00330,-1.83842893904967,0.0624263549322992
AT3G15450,AT3G15450,AT3G15450,-0.73516088711047,0.012420075679384
NPQ4,AT1G44575,AT1G44575,-2.04613104806235,7.21446287568592E-09
ATPC1,AT4G04640,AT4G04640,-1.3686217525388,1.62328721835142E-08
NIA2,AT1G37130,AT1G37130,-1.28914010623919,0.00636248436019745
AT1G23130,AT1G23130,AT1G23130,0.82735589404389,0.15365409112684
TIP2,AT3G26520,AT3G26520,-2.72743451122214,6.61921545094599E-17
NADP-ME2,AT5G11670,AT5G11670,-0.0339704209296341,0.961581499146516
AT3G23550,AT3G23550,AT3G23550,0.663422210636636,0.242404871661853
GSTF7,AT1G02920,AT1G02920,0.585077203460763,0.335817312763788
BT1,AT5G63160,AT5G63160,-1.98448227239697,2.07561626009136E-05
GSTF9,AT2G30860,AT2G30860,0.577027717659965,0.0623924744506326
APS1,AT3G22890,AT3G22890,0.666836362544957,0.101029930691702
 EFE,AT1G05010,AT1G05010,0.867743845193272,0.0159368221851995
AT2G26500,AT2G26500,AT2G26500,-0.979092836679569,0.0337973378852044
 psbD,ATCG00270,ATCG00270,-0.984779590260128,0.0023161440100888
PMDH2,AT5G09660,AT5G09660,-1.61931430239361,1.94933688907259E-18
 ELP,AT1G12090,AT1G12090,-2.85077259708399,5.38704069968302E-12
 CCL,AT3G26740,AT3G26740,-0.761634633028804,0.0730907267460543
BXL1,AT5G49360,AT5G49360,-1.08467235713803,0.00812832852411715
BBD 1.00,AT1G75380,AT1G75380,-0.123861351343034,0.839569109899888
AACT1 AT5G61160,AT5G61160,AT5G61160,0.126953181148414,0.891955894928235
NIT1,AT3G44310,AT3G44310,1.66379458638173,5.54535165717006E-11
HEMA1,AT1G58290,AT1G58290,-1.75935242726054,9.46148170798983E-07
AT1G54410,AT1G54410,AT1G54410,-1.10265436001517,0.00340263929157684
 ALP,AT5G60360,AT5G60360,1.07371892818986,0.000198074391955237
FBA5,AT4G26530,AT4G26530,-4.23588390057026,5.95714295016458E-29
GSTF10,AT2G30870,AT2G30870,0.703425904321242,0.0185455149083674
FNR1,AT5G66190,AT5G66190,-1.54943690937158,6.50759991640696E-23
 ATPD,AT4G09650,AT4G09650,-1.71379166369693,2.93617897207155E-07
FER1,AT5G01600,AT5G01600,1.58905656045795,2.00574164437029E-06
AT1G78460,AT1G78460,AT1G78460,-0.323749821176512,0.520413292572612
FSD1,AT4G25100,AT4G25100,-0.732323686940201,0.143274749827483
TGG2,AT5G25980,AT5G25980,-3.72509361064975,8.48629346240984E-05
CYP83B1,AT4G31500,AT4G31500,0.1023651529189,0.840994978925998
GLU1,AT5G04140,AT5G04140,-1.55964779456488,1.80798303357264E-09
HSC70-1,AT5G02500,AT5G02500,0.378057762978004,0.191925997310768
AT2G41090,AT2G41090,AT2G41090,-1.71009036067262,3.28247698590753E-15
SAG21,AT4G02380,AT4G02380,-0.299676678389548,0.411616115486187
DIN10,AT5G20250,AT5G20250,-1.33949938773891,1.49355922027524E-05
AT5G57655,AT5G57655,AT5G57655,-0.583476189298333,0.00568251187402547
 SBPASE,AT3G55800,AT3G55800,-1.62418440797516,3.83277139586505E-09
MT2B,AT5G02380,AT5G02380,0.808813372568947,0.0327557697851225
PSAH-1,AT3G16140,AT3G16140,-1.93604590256291,1.5265371576529E-24
CAT2 AT4G35090,AT4G35090,AT4G35090,-1.39772526119084,9.99765290075075E-08
ACO1 AT4G35830,AT4G35830,AT4G35830,0.0550007885027855,0.888332351593128
PAD3,AT3G26830,AT3G26830,2.18944336287103,0.251216377133971
WRKY33,AT2G38470,AT2G38470,-1.10450742814586,0.0112924227360694
PRP4,AT4G38770,AT4G38770,-0.887369298635463,0.0489005044675066
AT4G16190,AT4G16190,AT4G16190,0.758540304336673,0.0188804528037888
CYP79B2,AT4G39950,AT4G39950,2.16818999492061,2.05025501844627E-06
SEN1 AT4G35770,AT4G35770,AT4G35770,-1.70936111871841,0.00198401621599422
AT4G13495,AT4G13495,AT4G13495,-0.750836557970037,0.0800721931974596
rps3 ATCG00800,ATCG00800,ATCG00800,-0.879386332315844,0.0561186899827906
AT1G11860,AT1G11860,AT1G11860,-1.58743374893255,4.15646152644894E-10
AT5G40450,AT5G40450,AT5G40450,0.869933314441244,0.0209694503819135
AT2G10940,AT2G10940,AT2G10940,-7.59316222962704,1.66347494604942E-06
EDA9,AT4G34200,AT4G34200,1.88714474108799,5.64995121587412E-06
GRP7,AT2G21660,AT2G21660,-0.137880253450894,0.815780795899011
AILP1,AT5G19140,AT5G19140,0.093889159666848,0.848609361005488
SIP2,AT3G57520,AT3G57520,-0.247653005874633,0.528271902703601
AT1G13930,AT1G13930,AT1G13930,-0.720572554816859,0.0169707724596928
EXT3,AT1G21310,AT1G21310,-0.609184727306553,0.064243504612266
ERD1,AT5G51070,AT5G51070,1.18975764486693,0.0440896661371136
SZF1,AT3G55980,AT3G55980,-2.39284733975026,3.24875048923952E-08
STP1,AT1G11260,AT1G11260,-3.06606468142858,9.53001739374436E-27
ROC4,AT3G62030,AT3G62030,-2.02958049420734,3.52295145234053E-05
BGAL1,AT3G13750,AT3G13750,-2.54391141635221,2.37123992758617E-19
AT3G60750,AT3G60750,AT3G60750,-0.667555063368966,0.00853793497819569
VAR2,AT2G30950,AT2G30950,-0.442928702377529,0.185333235995248
EXT4,AT1G76930,AT1G76930,-0.679832044738453,0.0144522196845312
LOX2,AT3G45140,AT3G45140,1.60453443611969,0.0741843166646194
 CaS,AT5G23060,AT5G23060,-1.01877859509143,1.92601314557012E-05
ASA1,AT5G05730,AT5G05730,1.50194560449014,6.39631647782006E-07
ADC2,AT4G34710,AT4G34710,1.64945389180911,0.000152757105972126
KTI1,AT1G73260,AT1G73260,1.81480430375522,0.00111798778761848
 FDH,AT5G14780,AT5G14780,0.72268425086949,0.106286318555805
AT1G51400,AT1G51400,AT1G51400,-2.08247258856725,2.43725415421122E-15
MT2A,AT3G09390,AT3G09390,0.00877449172273702,0.990488776174479
CYP706A1,AT4G22690,AT4G22690,-0.157927175757099,0.679329365611956
BGAL4,AT5G56870,AT5G56870,-0.532523600299986,0.143374596774224
EDA39,AT4G33050,AT4G33050,-1.25339764864317,0.000357040085361326
ATMS1,AT5G17920,AT5G17920,-0.0695928271802539,0.829469006932811
RBP31,AT4G24770,AT4G24770,-1.54851755452071,2.17239921200027E-05
AT2G08665,AT2G08665,AT2G08665,-7.76571516708991,3.82965868487563E-12
 SAMDC,AT3G02470,AT3G02470,0.378948107034208,0.233134015136564
IAR3,AT1G51760,AT1G51760,1.77324272341919,4.52762958415997E-06
DIN11,AT3G49620,AT3G49620,-2.60334297565546,0.00111395444925941
AT4G19420,AT4G19420,AT4G19420,0.991131870943444,0.00229114566011681
AT1G07590,AT1G07590,AT1G07590,1.45057834620699,0.00085968443990969
 BCB,AT5G20230,AT5G20230,0.0912243614507727,0.861836731456604
AT1G80130,AT1G80130,AT1G80130,2.80297818649514,0.000104592496334207
GSH1,AT4G23100,AT4G23100,1.5811866528788,1.0878242214886E-10
FNR2,AT1G20020,AT1G20020,-1.92592221026141,1.90328964865986E-19
CSP41A,AT3G63140,AT3G63140,-2.30903630488404,1.27144872223154E-32
RABE1b,AT4G20360,AT4G20360,-0.931808160154335,0.00137573564205284
AT1G55450,AT1G55450,AT1G55450,-2.09497557297692,2.39818597184024E-17
 HPR,AT1G68010,AT1G68010,-1.81230450756607,1.63638712007141E-21
BBX15,AT1G25440,AT1G25440,-0.757212796121269,8.66126478681602E-07
AT3G11630,AT3G11630,AT3G11630,-1.79823387027221,2.51716933848133E-06
DI19,AT1G56280,AT1G56280,0.180809741889145,0.648028397262045
 CRB,AT1G09340,AT1G09340,-2.28638028266278,6.98104349542594E-15
GAPC2,AT1G13440,AT1G13440,-0.561509407289698,0.0168486592959417
CLPC1,AT5G50920,AT5G50920,0.087365570040793,0.803667363044617
CYSC1,AT3G61440,AT3G61440,1.078669244979,1.76073888721513E-08
AT1G56220,AT1G56220,AT1G56220,-0.566601286966673,0.036920868902287
GGP1,AT4G30530,AT4G30530,0.80941506078588,0.0849802511665167
AT5G60390,AT5G60390,AT5G60390,0.197202779254083,0.724183940719909
 PORB,AT4G27440,AT4G27440,-1.87927340132336,1.50515762919564E-06
GSR 1,AT5G37600,AT5G37600,1.77730276967846,0.00242976938912233
HIR2,AT3G01290,AT3G01290,-1.4267860226397,0.000548738656865632
RD21A,AT1G47128,AT1G47128,1.46509550881674,3.76402587858791E-05
LOX1,AT1G55020,AT1G55020,4.15549908910533,5.53758658115704E-13
DOX1,AT3G01420,AT3G01420,3.71080645752376,6.42310312621149E-07
AT5G19940,AT5G19940,AT5G19940,-1.41988107045294,2.43287076598551E-15
 EBP,AT3G16770,AT3G16770,-1.53072323903502,4.43230794201396E-06
CORI3,AT4G23600,AT4G23600,1.96958496976397,0.000527812207231312
AT5G54940,AT5G54940,AT5G54940,0.59710155952671,0.0571584439070162
GOX2,AT3G14415,AT3G14415,-1.30184740398818,1.90737117983231E-12
MAPR3,AT3G48890,AT3G48890,2.41770954693608,2.26535431069208E-12
PGR5-LIKE A,AT4G22890,AT4G22890,-1.79583406842101,2.26066443582688E-20
LP1,AT2G38540,AT2G38540,-1.52586719189076,0.00773869956178869
POM1,AT1G05850,AT1G05850,-1.39875017062867,1.338627200107E-06
AT1G66100,AT1G66100,AT1G66100,-1.66085601410834,0.0800435747210873
ADC1,AT2G16500,AT2G16500,-0.108249946072278,0.757537007382461
RGF9,AT5G64770,AT5G64770,-3.76132643011839,1.56735961548076E-30
PSAE-2,AT2G20260,AT2G20260,-2.13048706531753,1.88370073496033E-17
SAG24,AT1G66580,AT1G66580,2.05317334417104,2.79001398209647E-15
JAZ6,AT1G72450,AT1G72450,0.94069825417275,0.00473995136156534
UBC8,AT5G41700,AT5G41700,-0.0799923913879886,0.857282761096152
MYB51,AT1G18570,AT1G18570,-1.37827057896755,0.0070642097464203
rpl16 ATCG00790,ATCG00790,ATCG00790,-1.36643287512494,2.94601458990069E-05
PEN2 AT2G44490,AT2G44490,AT2G44490,-1.40609565824377,2.98210936472521E-09
TRX3,AT5G42980,AT5G42980,0.713795901311261,0.0324534907366288
ACP4,AT4G25050,AT4G25050,-1.77745037016931,1.85489545756907E-05
AT1G26380,AT1G26380,AT1G26380,2.04713336175042,0.0326200746852763
 PSAT,AT4G35630,AT4G35630,2.7199578967105,5.0571738140468E-11
AT5G16030,AT5G16030,AT5G16030,-3.29939817934898,2.26191048876165E-13
AT2G25450,AT2G25450,AT2G25450,0.900236461828309,0.0284534774461029
RD19,AT4G39090,AT4G39090,0.333529824511736,0.49510977145911
AT5G17380,AT5G17380,AT5G17380,2.77971453068301,3.79450977829131E-20
ASN1,AT3G47340,AT3G47340,-4.27457123417464,1.33214065522607E-06
J11,AT4G36040,AT4G36040,0.855543428081424,0.00282944319521676
OSM34,AT4G11650,AT4G11650,1.42753091749051,0.000103784453909326
ERD6,AT1G08930,AT1G08930,-1.04069419169499,4.19648422801005E-07
AIG2,AT3G28930,AT3G28930,1.26968159369521,1.03605827505771E-06
 RPE,AT5G61410,AT5G61410,-1.4963906418958,1.75686025276558E-11
CLA1,AT4G15560,AT4G15560,-1.68279950662801,2.71196377730162E-13
ATBETAFRUCT4,AT1G12240,AT1G12240,-0.757963019663023,0.083162798534112
 THFS,AT1G50480,AT1G50480,0.451154239654353,0.0851099118746518
HCEF1,AT3G54050,AT3G54050,-1.38219191983941,4.32236711260124E-10
PIP2A,AT3G53420,AT3G53420,-0.954825732410764,0.00186027954220843
 PRXCB,AT3G49120,AT3G49120,0.703855629942755,0.180958955863288
ATR2,AT4G30210,AT4G30210,-0.777648193501662,0.0748634487790061
GPX1,AT2G25080,AT2G25080,-2.12995844342321,4.68315017094217E-27
 rpoA,ATCG00740,ATCG00740,-0.975603949172853,0.271520248580113
 ndhC,ATCG00440,ATCG00440,-1.92061592044378,0.000337633355116899
ERD14,AT1G76180,AT1G76180,-0.118536974643601,0.789063731115601
J8,AT1G80920,AT1G80920,-0.552373587098826,0.218925555052146
 TROL,AT4G01050,AT4G01050,-1.10331427058848,1.87960988752337E-08
 LrgB,AT1G32080,AT1G32080,-2.97859372585144,2.11161966892783E-26
AT2G42220,AT2G42220,AT2G42220,-2.50645593238008,4.45837432577922E-10
GRP-3,AT2G05520,AT2G05520,-1.12208981454113,0.00187950726831392
TLP18.3,AT1G54780,AT1G54780,-1.52669442504138,1.59153686670372E-26
 GDCH,AT2G35370,AT2G35370,-2.05618915656686,1.91380023547372E-12
GSTU20,AT1G78370,AT1G78370,-0.887210734811674,0.215553644324069
PKT3,AT2G33150,AT2G33150,0.812401453482553,0.0173162438930995
AT1G78830,AT1G78830,AT1G78830,-1.88715976774859,3.94411745342505E-11
CCR1 AT4G39260,AT4G39260,AT4G39260,-0.0710562245882621,0.854105670108429
AT4G32020,AT4G32020,AT4G32020,-0.779895326823966,0.000720874132807327
NIT4,AT5G22300,AT5G22300,2.37584184528205,0.00380278561603733
PSRP5,AT3G56910,AT3G56910,-1.07400562095314,0.031680052678025
ATH13,AT5G64940,AT5G64940,-0.799160683312878,0.00726144629027742
 RBOHD,AT5G47910,AT5G47910,-0.514326131926519,0.323606250612112
NIT2,AT3G44300,AT3G44300,2.20552395525126,5.69077010399468E-20
AT1G52870,AT1G52870,AT1G52870,-1.23447202161999,2.69204552775454E-05
AT4G23670,AT4G23670,AT4G23670,-1.15606737630863,0.00831957286719464
AT4G37520,AT4G37520,AT4G37520,0.824305685433089,0.00885649564625315
DiT1,AT5G12860,AT5G12860,-1.00881644949071,0.0203607277998153
AT1G26390,AT1G26390,AT1G26390,2.60843877235946,2.46458028469956E-10
AT1G21500,AT1G21500,AT1G21500,-2.80213683718163,1.23468563207678E-14
AT2G30600,AT2G30600,AT2G30600,-0.485704077149617,0.0610248239930013
CLH1,AT1G19670,AT1G19670,1.7472636705912,5.48699116106615E-07
GSH2,AT5G27380,AT5G27380,0.566697460054941,0.0136315178695133
AT5G35970,AT5G35970,AT5G35970,-1.1832045709675,0.000810416699868176
MPK3,AT3G45640,AT3G45640,-1.66172161394727,9.95720461702367E-06
CP12-1,AT2G47400,AT2G47400,-0.877980584732944,0.00251734915357603
PPC2,AT2G42600,AT2G42600,-1.28646087234995,9.58418346653975E-05
NCED4,AT4G19170,AT4G19170,-1.21219373629807,0.00564569683224293
 ACA.l,AT1G13210,AT1G13210,-0.765289641355488,0.144890644204664
LOS1,AT1G56070,AT1G56070,0.409725983518006,0.231776053936442
AT5G02160,AT5G02160,AT5G02160,-2.8217636051341,5.67221951141164E-15
ORA59,AT1G06160,AT1G06160,1.77156949143504,0.00072917615022814
AT4G38550,AT4G38550,AT4G38550,-1.27504762985506,5.34274524215146E-06
PDC2,AT5G54960,AT5G54960,0.931093351459346,0.0516563861626844
ST2A,AT5G07010,AT5G07010,2.72948054731687,5.66981458040603E-08
AVP1,AT1G15690,AT1G15690,-0.81389060181907,0.00919131541144528
APG1,AT3G63410,AT3G63410,-1.01141497288529,0.001537979968641
SIP3,AT4G30960,AT4G30960,0.577052548776907,0.013865467954444
APX1,AT1G07890,AT1G07890,0.756082805988483,0.00727580504653967
PUP18,AT1G57990,AT1G57990,-0.218936013378265,0.71868052063197
 TIM,AT2G21170,AT2G21170,-0.788022681395721,0.00145941531005356
ABCF5,AT5G64840,AT5G64840,-0.568603174647598,0.0183632235063679
LAP1,AT2G24200,AT2G24200,1.25197332595254,2.76587485971478E-06
AT5G03380,AT5G03380,AT5G03380,-0.69676929832401,0.0299374065621853
PSB27,AT1G03600,AT1G03600,-1.95056389482739,4.72743195367246E-09
AT1G32470,AT1G32470,AT1G32470,-3.18273154184366,2.99562852816489E-22
ACO3,AT2G05710,AT2G05710,1.08645786826939,4.0423419643446E-05
AT1G52220,AT1G52220,AT1G52220,-1.38118056573162,2.37719354808516E-09
CSLE1,AT1G55850,AT1G55850,1.00582919915792,0.00983696446592201
AT5G21020,AT5G21020,AT5G21020,-0.621544659881341,0.103229496092897
PIP1B,AT2G45960,AT2G45960,-1.24651081776168,9.25613344636213E-12
BT2,AT3G48360,AT3G48360,-5.33516687572615,5.82497409882339E-08
MIPS1,AT4G39800,AT4G39800,-0.374978942406903,0.42957051841749
 PGDH,AT1G17745,AT1G17745,2.41515356320325,5.94704012437914E-09
AT5G65220,AT5G65220,AT5G65220,-1.06961747423276,0.00698694011692932
ERF-1,AT4G17500,AT4G17500,1.22555994646318,0.00244262641479698
AT3G54500,AT3G54500,AT3G54500,-0.766303032152154,0.000463779282042891
LTP5,AT3G51600,AT3G51600,-0.702699961431756,0.000347380499790473
AT1G09310,AT1G09310,AT1G09310,-0.143153249482221,0.799691330644776
PATL1,AT1G72150,AT1G72150,-0.941096821976419,0.000235959134347401
AAC1,AT3G08580,AT3G08580,0.311756439071152,0.293316901541345
eEF-1Bb1,AT1G30230,AT1G30230,0.11045922119232,0.722591717993296
AT3G63380,AT3G63380,AT3G63380,1.7210288979221,0.120565939527454
CAD5,AT4G34230,AT4G34230,1.59261763586045,0.00026288290478382
HB6,AT2G22430,AT2G22430,-0.744674650690662,0.00457162688176538
RPL15,AT3G25920,AT3G25920,-1.58886636565512,0.000481350129633705
Prx37,AT4G08770,AT4G08770,0.694352626548332,0.154150089468624
AT2G37220,AT2G37220,AT2G37220,-1.03856650040871,0.00297799547657952
SNG1,AT2G22990,AT2G22990,-1.6874122031146,2.09487821093463E-17
ARFA1E,AT3G62290,AT3G62290,-0.221362116119931,0.583537600824003
ABA1,AT5G67030,AT5G67030,-0.392120595929642,0.161337823676328
AT4G28080,AT4G28080,AT4G28080,-1.2326764654007,0.00143732549647312
SAC52,AT1G14320,AT1G14320,0.665156293409849,0.136735877041159
AT4G28755,AT4G28755,AT4G28755,-3.58003890113615,2.92797630270646E-15
WRKY40,AT1G80840,AT1G80840,-1.73709297284621,0.00151090448312383
AT1G32920,AT1G32920,AT1G32920,-1.31749645705762,0.0108097536097567
NTT1,AT1G80300,AT1G80300,1.3364933324999,3.22478984191323E-07
CYP81F2,AT5G57220,AT5G57220,-1.06382231321575,0.00762497117420589
MEE14,AT2G15890,AT2G15890,-0.593114911817154,0.0591931063534117
SRC2,AT1G09070,AT1G09070,-0.233398521787911,0.586923003329465
AT5G20700,AT5G20700,AT5G20700,0.432218119601329,0.0768356709993443
DJ1A,AT3G14990,AT3G14990,1.41219703989554,1.55673243840242E-07
